OBJECTID,DATE_REPORTED,KPI_GROUP1,OVERALL_TESTED_TST,TOTAL_RESIDENTS_TESTED_TST,TOTAL_POSITIVES_TST,NO_DEATH_TST,NO_RECOVERED_TST,KPI_GROUP2,TOTAL_ICU_BEDS_HOS,ICU_BEDS_AVAILABLE_HOS,TOTAL_VENTILATORS_HOS,VENTILATORS_IN_USE_HOS,VENTILATORS_AVAILABLE_HOS,TOTAL_COVID19_PATIS_DCHOS_HOS,TOTAL_COVID19_PATIENTS_ICU_HOS,TOTAL_COVID19_NON_DCHOS_HOS,KPI_GROUP3,TOTAL_POSITIVE_FEMS,TOTAL_POSITIVE_OUT_FEMS,PERSON_RETRND_TO_WORK_FEMS,PERSON_QUARANTINE_FEMS,OUT_POSITIVE_QUARANTINE_FEMS,RETURND_TO_WORK_FEMS,KPI_GROUP4,TOTAL_POSITIVE_PSMPD,TOTAL_POSITIVE_OUT_PSMPD,RECOVRD_RETURND_TO_WORK_PSMPD,PERSON_QUARANTINE_PSMPD,OUT_POSITIVE_QUARANTINE_PSMPD,RETURND_TO_WORK_PSMPD,LIVE_LOST_MPD,KPI_GROUP5,TOTAL_POSITIVE_PSDP,TOTAL_POSITIVE_OUT_PSDP,RECOVRD_RETURND_TO_WORK_PSDP,PERSON_QUARANTINE_PSDP,OUT_POSITIVE_QUARANTINE_PSDP,RETURND_TO_WORK_PSDP,LIVE_LOST_PERSONNEL_PSDP,KPI_GROUP6,TOTAL_POSITIVE_PSDR,TOTAL_POSITIVE_ISO_PSDR,RECOVRD_RES_PSDR,RES_QUARANTINE_PSDR,OUT_POSITIVE_QUARANTINE_PSDR,RETURND_TO_GP_PSDR,LIVE_LOST_RES_PSDR,KPI_GROUP7,TOTAL_POSITIVE_PSDYP,TOTAL_POSITIVE_OUT_PSDYP,RETURND_TO_WORK_PSDYP,PERSON_QUARANTINE_PSDYP,OUT_POSITIVE_QUARANTINE_PSDYP,RETURND_PER_TO_WORK_PSDYP,LIVE_LOST_PERSONNEL_PSDYP,KPI_GROUP8,TOTAL_POSITIVE_PSDYR,TOTAL_POSITIVE_OUT_PSDYR,RECOVRD_RES_PSDYR,RES_QUARANTINE_PSDYR,OUT_POSITIVE_QUARANTINE_PSDYR,NO_LONGER_ISO_QUAR_PSDYR,RETURND_TO_GP_PSDYR,KPI_GROUP9,TOTAL_POSITIVE_PSOUCP,TOTAL_POSITIVE_OUT_PSOUCP,RETURND_TO_WORK_PSOUCP,PERSON_QUARANTINE_PSOUCP,OUT_POSITIVE_QUARANTINE_PSOUCP,RETURND_PER_TO_WORK_PSOUCP,KPI_GROUP10,TOTAL_REMOTE_QTRN_SHELTER_DHS,TOTAL_REMOTE_QRTN_DHS,REMOTE_QUARN_SHELTER_DHS,LIVE_LOST_DHS,KPI_GROUP11,TOTAL_POSITIVE_SEHP,PERSON_QUARANTINE_SEHP,POSITIVE_OUT_QUARN_SEHP,RETURND_TO_WORK_SEHP,LIVE_LOST_SEHP,KPI_GROUP12,IIC_QRNT_ISLTD_POSITIVE_SEHI,IIC_QRNT_ISLTD_EXPO_SYM_SEHI,TOTAL_IIC_ISLD_QTRN_SEHI,TOTAL_RES_NOT_ISLTD_QRTN_SEHI,LIVE_LOST_SEHI,KPI_GROUP13,DDA_POSITIVE_HSDDS,DDA_RECOVERED_HSDDS,DDA_LIVE_LOST_HSDDS,KPI_GROUP14,TOTAL_POSITIVE_CFSA,PERSON_QUARANTINE_CFSA,RETURND_TO_WORK_CFSA,LIVE_LOST_CFSA,KPI_GROUP15,TOTAL_POSITIVE_DMVP,TOTAL_POSITIVE_OUT_DMVP,RECOVERED_RETURNED_WRK_DMVP,TOTAL_QUARN_DMVP,POSITIVE_OUT_QUARN_DMVP,RETURNED_TO_WORK_DMVP,LIVE_LOST_DMVP,KPI_GROUP16,TOTAL_POSITIVE_CONF_DCPSPWIP,TOTAL_RPRTD_PENDCONF_DCPSPWIP,TOTAL_CURR_QUARN_DCPSPWIP,KPI_GROUP17,TOTAL_POSITIVE_CONF_DCPSSPIPA,TOTAL_RPRTD_PENDCONF_DCPSSPIPA,TOTAL_CURR_QUARN_DCPSSPIPA
316,2021/01/16 00:00:00+00,Testing,1009392,381070,33851,850,23456,Hospitals,345,62,440,208,232,287,64,2133,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,438,167,110,23,Saint Elizabeths Hospital (SEH-Personnel) ,223,7,57,343,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,207,78,14,Human Services - DDS,365,235,44,Human Services - CFSA,18,10,70,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
317,2021/01/17 00:00:00+00,Testing,1013952,382126,34033,857,23554,Hospitals,345,75,440,190,250,275,63,2022,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,438,167,95,23,Saint Elizabeths Hospital (SEH-Personnel) ,224,7,52,348,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,207,78,14,Human Services - DDS,366,235,44,Human Services - CFSA,18,10,70,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
318,2021/01/18 00:00:00+00,Testing,1020262,384083,34259,861,23632,Hospitals,345,40,440,196,244,273,58,2042,Public Safety - FEMS,342,51,291,108,159,3285,Public Safety - MPD,562,98,463,92,190,2428,1,Public Safety - DOC - Personnel,165,26,138,0,26,360,1,Public Safety - DOC -Residents,231,3,218,194,197,1265,1,Public Safety - DYRS - Personnel,58,10,47,12,22,221,1,Public Safety - DYRS -Residents,37,16,21,35,51,0,0,Public Safety - OUC -Personnel,37,10,27,9,19,104,Human Services - DHS,441,154,98,23,Saint Elizabeths Hospital (SEH-Personnel) ,224,7,52,348,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,207,78,14,Human Services - DDS,367,235,44,Human Services - CFSA,18,10,70,1,DMV Personnel,22,4,16,4,4,46,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
319,2021/01/19 00:00:00+00,Testing,1024531,385757,34403,863,24009,Hospitals,345,62,440,208,232,262,62,2062,Public Safety - FEMS,342,49,293,39,88,3278,Public Safety - MPD,563,93,469,92,185,2445,1,Public Safety - DOC - Personnel,167,22,143,0,22,365,1,Public Safety - DOC -Residents,232,3,219,188,191,1268,1,Public Safety - DYRS - Personnel,58,9,48,10,19,224,1,Public Safety - DYRS -Residents,37,16,21,35,51,0,0,Public Safety - OUC -Personnel,37,7,30,5,12,112,Human Services - DHS,441,155,96,23,Saint Elizabeths Hospital (SEH-Personnel) ,224,2,47,353,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,207,78,14,Human Services - DDS,373,235,44,Human Services - CFSA,18,10,70,1,DMV Personnel,22,4,16,4,4,46,2,DCPS Personnel Working In-Person,76,,51,DCPS Students Particpating in In-Person Activities,20,,39
320,2021/01/20 00:00:00+00,Testing,1031692,388202,34612,864,24251,Hospitals,345,63,440,202,238,256,67,2110,Public Safety - FEMS,346,35,311,36,71,3283,Public Safety - MPD,577,101,475,90,191,2442,1,Public Safety - DOC - Personnel,167,22,143,0,22,365,2,Public Safety - DOC -Residents,232,3,219,186,189,1277,1,Public Safety - DYRS - Personnel,58,9,48,10,19,224,1,Public Safety - DYRS -Residents,37,16,21,35,51,0,0,Public Safety - OUC -Personnel,37,7,30,5,12,112,Human Services - DHS,448,,,23,Saint Elizabeths Hospital (SEH-Personnel) ,226,2,49,353,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,206,78,14,Human Services - DDS,375,235,45,Human Services - CFSA,18,10,70,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
321,2021/01/21 00:00:00+00,Testing,1038480,390269,34905,867,24251,Hospitals,345,64,440,198,242,255,63,2131,Public Safety - FEMS,348,31,317,39,70,3290,Public Safety - MPD,580,98,481,82,180,2454,1,Public Safety - DOC - Personnel,168,22,144,0,22,366,2,Public Safety - DOC -Residents,232,3,219,190,193,1271,1,Public Safety - DYRS - Personnel,58,9,48,2,11,23,1,Public Safety - DYRS -Residents,37,14,23,39,53,0,0,Public Safety - OUC -Personnel,37,7,30,5,12,112,Human Services - DHS,449,197,127,23,Saint Elizabeths Hospital (SEH-Personnel) ,226,3,50,253,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,206,78,14,Human Services - DDS,376,235,45,Human Services - CFSA,42,13,147,1,DMV Personnel,22,4,16,4,4,46,2,DCPS Personnel Working In-Person,81,,41,DCPS Students Particpating in In-Person Activities,20,,25
322,2021/01/22 00:00:00+00,Testing,1043112,391227,35077,870,24572,Hospitals,345,45,440,210,230,256,63,2166,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,452,180,119,23,Saint Elizabeths Hospital (SEH-Personnel) ,226,4,42,360,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,208,78,14,Human Services - DDS,378,235,45,Human Services - CFSA,42,13,147,1,DMV Personnel,22,4,18,4,4,47,2,DCPS Personnel Working In-Person,80,,30,DCPS Students Particpating in In-Person Activities,22,,21
323,2021/01/23 00:00:00+00,Testing,1048951,392553,35301,872,24697,Hospitals,345,63,440,192,248,254,67,2138,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,452,189,128,23,Saint Elizabeths Hospital (SEH-Personnel) ,226,4,42,360,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,208,78,14,Human Services - DDS,378,235,45,Human Services - CFSA,42,13,147,1,DMV Personnel,24,4,18,4,4,47,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
324,2021/01/24 00:00:00+00,Testing,1054737,393948,35505,879,24818,Hospitals,345,57,440,216,224,248,67,2110,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,454,189,127,23,Saint Elizabeths Hospital (SEH-Personnel) ,226,4,42,360,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,208,78,14,Human Services - DDS,381,235,45,Human Services - CFSA,42,13,147,1,DMV Personnel,24,4,18,4,4,47,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
325,2021/01/25 00:00:00+00,Testing,1059682,395137,35700,888,25008,Hospitals,345,72,440,200,240,240,63,2091,Public Safety - FEMS,353,33,320,63,96,3311,Public Safety - MPD,591,90,500,76,166,2485,1,Public Safety - DOC - Personnel,168,19,147,0,19,369,2,Public Safety - DOC -Residents,232,3,219,160,163,1298,1,Public Safety - DYRS - Personnel,58,8,49,0,8,235,1,Public Safety - DYRS -Residents,37,14,23,36,50,0,0,Public Safety - OUC -Personnel,37,5,32,0,5,119,Human Services - DHS,457,203,138,23,Saint Elizabeths Hospital (SEH-Personnel) ,226,4,42,360,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,208,78,14,Human Services - DDS,383,235,45,Human Services - CFSA,43,14,147,1,DMV Personnel,24,4,18,4,4,47,2,DCPS Personnel Working In-Person,86,,39,DCPS Students Particpating in In-Person Activities,22,,16
326,2021/01/26 00:00:00+00,Testing,1064329,397568,35865,895,25271,Hospitals,345,54,440,199,241,253,69,2193,Public Safety - FEMS,357,37,320,60,97,3323,Public Safety - MPD,592,83,508,69,152,2502,1,Public Safety - DOC - Personnel,170,21,147,0,19,369,2,Public Safety - DOC -Residents,232,1,221,70,71,1395,1,Public Safety - DYRS - Personnel,58,7,50,0,7,236,1,Public Safety - DYRS -Residents,37,13,24,36,49,0,0,Public Safety - OUC -Personnel,39,4,35,0,4,121,Human Services - DHS,458,220,177,23,Saint Elizabeths Hospital (SEH-Personnel) ,226,4,42,363,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,8,206,78,14,Human Services - DDS,384,235,45,Human Services - CFSA,43,14,147,1,DMV Personnel,24,4,18,4,4,47,2,DCPS Personnel Working In-Person,91,,46,DCPS Students Particpating in In-Person Activities,23,,20
327,2021/01/27 00:00:00+00,Testing,1070939,399022,36132,902,25442,Hospitals,345,54,440,208,232,255,69,2186,Public Safety - FEMS,360,36,324,66,102,3329,Public Safety - MPD,593,74,518,58,132,2525,1,Public Safety - DOC - Personnel,172,19,151,0,19,373,2,Public Safety - DOC -Residents,232,1,222,81,82,1387,1,Public Safety - DYRS - Personnel,58,7,50,0,7,236,1,Public Safety - DYRS -Residents,37,1,36,12,13,0,0,Public Safety - OUC -Personnel,39,4,35,0,4,121,Human Services - DHS,458,,,23,Saint Elizabeths Hospital (SEH-Personnel) ,226,4,39,366,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),96,9,211,78,14,Human Services - DDS,388,235,45,Human Services - CFSA,43,14,147,1,DMV Personnel,24,4,18,4,4,47,2,DCPS Personnel Working In-Person,91,,38,DCPS Students Particpating in In-Person Activities,25,,32
328,2021/01/28 00:00:00+00,Testing,1079006,401910,36414,907,25588,Hospitals,345,62,440,196,244,241,70,2215,Public Safety - FEMS,361,35,326,60,95,3339,Public Safety - MPD,598,77,520,45,131,2528,1,Public Safety - DOC - Personnel,174,21,151,0,21,373,2,Public Safety - DOC -Residents,233,2,222,82,84,1379,1,Public Safety - DYRS - Personnel,58,5,52,0,5,238,1,Public Safety - DYRS -Residents,37,1,36,12,13,0,0,Public Safety - OUC -Personnel,39,3,36,1,4,121,Human Services - DHS,461,213,153,23,Saint Elizabeths Hospital (SEH-Personnel) ,227,3,34,370,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),97,8,211,78,14,Human Services - DDS,390,235,45,Human Services - CFSA,43,14,147,1,DMV Personnel,24,4,18,4,4,47,2,DCPS Personnel Working In-Person,92,,36,DCPS Students Particpating in In-Person Activities,26,,33
329,2021/01/29 00:00:00+00,Testing,1092609,409335,36662,909,25722,Hospitals,345,62,440,202,238,247,69,2190,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,461,192,138,23,Saint Elizabeths Hospital (SEH-Personnel) ,227,3,34,370,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),97,8,211,78,14,Human Services - DDS,393,259,45,Human Services - CFSA,43,14,147,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,96,,42,DCPS Students Particpating in In-Person Activities,26,,33
330,2021/01/30 00:00:00+00,Testing,1100466,411140,36872,913,25810,Hospitals,345,61,440,196,244,251,72,2042,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,463,195,157,23,Saint Elizabeths Hospital (SEH-Personnel) ,227,3,34,370,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),97,8,211,78,14,Human Services - DDS,393,259,46,Human Services - CFSA,43,14,147,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
331,2021/01/31 00:00:00+00,Testing,1106070,412274,37008,916,25915,Hospitals,345,69,440,198,242,240,66,1949,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,464,200,167,23,Saint Elizabeths Hospital (SEH-Personnel) ,227,3,34,370,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),97,8,210,78,14,Human Services - DDS,394,259,46,Human Services - CFSA,43,14,147,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
332,2021/02/01 00:00:00+00,Testing,1110294,413134,37138,921,26086,Hospitals,345,62,440,199,241,232,62,1945,Public Safety - FEMS,362,33,329,63,96,3373,Public Safety - MPD,603,59,543,42,101,2567,1,Public Safety - DOC - Personnel,175,20,153,0,20,375,2,Public Safety - DOC -Residents,241,9,223,169,178,1278,1,Public Safety - DYRS - Personnel,59,2,56,0,2,241,1,Public Safety - DYRS -Residents,37,1,36,12,13,0,0,Public Safety - OUC -Personnel,41,3,38,2,5,122,Human Services - DHS,464,192,149,23,Saint Elizabeths Hospital (SEH-Personnel) ,227,2,31,372,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),97,8,210,78,14,Human Services - DDS,397,259,46,Human Services - CFSA,44,12,155,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,98,,47,DCPS Students Particpating in In-Person Activities,27,,41
333,2021/02/02 00:00:00+00,Testing,1112239,413633,37199,926,26226,Hospitals,345,59,440,189,251,237,63,2058,Public Safety - FEMS,362,32,330,52,84,3383,Public Safety - MPD,606,54,551,50,104,2571,1,Public Safety - DOC - Personnel,175,15,158,0,15,380,2,Public Safety - DOC -Residents,241,9,223,161,170,1294,1,Public Safety - DYRS - Personnel,59,2,56,0,2,241,1,Public Safety - DYRS -Residents,37,1,36,12,13,0,0,Public Safety - OUC -Personnel,41,3,38,4,7,122,Human Services - DHS,464,200,150,23,Saint Elizabeths Hospital (SEH-Personnel) ,227,2,31,372,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),97,8,210,78,14,Human Services - DDS,398,259,46,Human Services - CFSA,44,12,155,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,98,,47,DCPS Students Particpating in In-Person Activities,27,,41
334,2021/02/03 00:00:00+00,Testing,1116342,414850,37365,932,26453,Hospitals,345,58,440,189,251,248,63,2096,Public Safety - FEMS,364,25,339,48,73,3397,Public Safety - MPD,612,55,556,51,106,2577,1,Public Safety - DOC - Personnel,175,15,158,0,15,380,2,Public Safety - DOC -Residents,244,12,223,158,170,1295,1,Public Safety - DYRS - Personnel,59,2,56,0,2,21,1,Public Safety - DYRS -Residents,37,1,36,12,13,0,0,Public Safety - OUC -Personnel,41,3,38,4,7,122,Human Services - DHS,464,170,117,23,Saint Elizabeths Hospital (SEH-Personnel) ,227,2,31,372,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),97,8,210,78,14,Human Services - DDS,398,259,46,Human Services - CFSA,46,9,159,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,102,,51,DCPS Students Particpating in In-Person Activities,27,,47
335,2021/02/04 00:00:00+00,Testing,1122905,416205,37634,940,26551,Hospitals,345,44,440,197,243,251,67,2118,Public Safety - FEMS,364,26,338,74,100,3405,Public Safety - MPD,616,52,563,52,104,2585,1,Public Safety - DOC - Personnel,177,17,158,0,17,380,2,Public Safety - DOC -Residents,244,12,223,163,175,1290,1,Public Safety - DYRS - Personnel,59,1,58,0,1,243,1,Public Safety - DYRS -Residents,37,0,37,13,13,0,0,Public Safety - OUC -Personnel,41,3,38,4,7,122,Human Services - DHS,469,152,110,23,Saint Elizabeths Hospital (SEH-Personnel) ,229,1,31,375,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),98,4,210,80,14,Human Services - DDS,398,259,46,Human Services - CFSA,46,9,159,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,102,,53,DCPS Students Particpating in In-Person Activities,28,,57
336,2021/02/05 00:00:00+00,Testing,1129442,417602,37877,947,26680,Hospitals,345,44,440,204,236,239,56,2133,Public Safety - FEMS,365,25,340,58,83,3412,Public Safety - MPD,621,55,565,42,97,2606,1,Public Safety - DOC - Personnel,178,18,158,0,18,380,2,Public Safety - DOC -Residents,244,12,223,174,186,1286,1,Public Safety - DYRS - Personnel,59,1,58,0,1,243,1,Public Safety - DYRS -Residents,37,0,37,13,13,0,0,Public Safety - OUC -Personnel,41,3,38,4,7,122,Human Services - DHS,480,164,120,23,Saint Elizabeths Hospital (SEH-Personnel) ,231,1,31,375,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),98,4,210,80,14,Human Services - DDS,398,259,46,Human Services - CFSA,46,9,159,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,105,,50,DCPS Students Particpating in In-Person Activities,31,,50
337,2021/02/06 00:00:00+00,Testing,1135605,418710,38035,952,26835,Hospitals,345,43,440,201,239,240,59,2084,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,480,166,123,23,Saint Elizabeths Hospital (SEH-Personnel) ,231,1,31,375,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),98,2,210,80,14,Human Services - DDS,398,259,46,Human Services - CFSA,46,9,159,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
338,2021/02/07 00:00:00+00,Testing,1138525,419234,38136,956,28986,Hospitals,345,63,440,201,239,237,58,2007,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,481,166,118,23,Saint Elizabeths Hospital (SEH-Personnel) ,231,1,31,375,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),98,2,205,80,14,Human Services - DDS,398,259,46,Human Services - CFSA,46,9,159,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
339,2021/02/08 00:00:00+00,Testing,1143107,420055,38281,961,27121,Hospitals,345,65,440,203,237,241,58,2008,Public Safety - FEMS,370,29,341,65,94,3428,Public Safety - MPD,635,60,574,56,116,2601,1,Public Safety - DOC - Personnel,179,16,161,0,16,383,2,Public Safety - DOC -Residents,244,12,223,171,183,1302,1,Public Safety - DYRS - Personnel,61,3,57,3,6,243,1,Public Safety - DYRS -Residents,37,0,37,5,5,0,0,Public Safety - OUC -Personnel,41,1,40,2,3,126,Human Services - DHS,483,,,24,Saint Elizabeths Hospital (SEH-Personnel) ,231,1,31,375,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),98,2,205,80,14,Human Services - DDS,400,259,46,Human Services - CFSA,46,9,159,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,107,,54,DCPS Students Particpating in In-Person Activities,34,,66
340,2021/02/09 00:00:00+00,Testing,1146272,420667,38348,965,27238,Hospitals,345,52,440,207,233,226,56,2075,Public Safety - FEMS,370,28,342,54,82,3440,Public Safety - MPD,639,61,577,59,120,2600,1,Public Safety - DOC - Personnel,180,13,165,0,13,387,2,Public Safety - DOC -Residents,244,5,230,175,180,1307,1,Public Safety - DYRS - Personnel,61,3,57,3,6,243,1,Public Safety - DYRS -Residents,37,0,37,5,5,0,0,Public Safety - OUC -Personnel,41,1,40,2,3,126,Human Services - DHS,485,143,101,24,Saint Elizabeths Hospital (SEH-Personnel) ,231,1,30,376,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),98,2,205,80,14,Human Services - DDS,400,300,46,Human Services - CFSA,46,9,159,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,108,,53,DCPS Students Particpating in In-Person Activities,35,,63
341,2021/02/10 00:00:00+00,Testing,1151484,421753,38533,973,27398,Hospitals,345,45,440,209,231,225,57,2120,Public Safety - FEMS,370,25,345,47,72,3455,Public Safety - MPD,640,60,579,53,113,2608,1,Public Safety - DOC - Personnel,180,11,167,0,11,389,2,Public Safety - DOC -Residents,244,4,231,167,171,1312,1,Public Safety - DYRS - Personnel,61,3,57,3,6,243,1,Public Safety - DYRS -Residents,37,0,37,5,5,0,0,Public Safety - OUC -Personnel,41,1,40,0,1,128,Human Services - DHS,485,159,109,24,Saint Elizabeths Hospital (SEH-Personnel) ,231,1,24,383,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),100,3,205,81,16,Human Services - DDS,401,300,46,Human Services - CFSA,46,9,159,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,109,,45,DCPS Students Particpating in In-Person Activities,35,,69
342,2021/02/11 00:00:00+00,Testing,1154309,427581,38670,976,27473,Hospitals,345,59,440,212,228,207,57,2083,Public Safety - FEMS,370,25,345,43,68,3456,Public Safety - MPD,644,58,585,49,107,2620,1,Public Safety - DOC - Personnel,180,11,168,0,11,390,2,Public Safety - DOC -Residents,244,4,231,162,166,1312,1,Public Safety - DYRS - Personnel,61,3,57,3,6,243,1,Public Safety - DYRS -Residents,37,0,37,5,5,0,0,Public Safety - OUC -Personnel,41,1,40,0,1,128,Human Services - DHS,485,164,114,24,Saint Elizabeths Hospital (SEH-Personnel) ,231,0,18,388,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),100,3,209,81,16,Human Services - DDS,404,300,46,Human Services - CFSA,46,9,159,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,110,,61,DCPS Students Particpating in In-Person Activities,38,,114
343,2021/02/12 00:00:00+00,Testing,1163922,426830,38796,979,27549,Hospitals,345,70,440,205,235,191,48,2046,Public Safety - FEMS,370,21,349,41,62,3470,Public Safety - MPD,644,54,590,40,94,2633,1,Public Safety - DOC - Personnel,182,12,168,0,12,390,2,Public Safety - DOC -Residents,244,4,231,166,170,1305,1,Public Safety - DYRS - Personnel,61,3,58,3,6,243,1,Public Safety - DYRS -Residents,37,0,37,5,5,0,0,Public Safety - OUC -Personnel,41,1,40,0,1,128,Human Services - DHS,491,185,132,24,Saint Elizabeths Hospital (SEH-Personnel) ,231,0,18,388,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),100,3,209,81,16,Human Services - DDS,404,300,46,Human Services - CFSA,46,9,159,1,DMV Personnel,25,5,18,3,6,47,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
