Window_title,Title,Description1,Category1,Description2,Category2,Value,Value_unit,Value_1,Value_1_unit,Comparison,Timestamp,Chart_info
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/06/2021,Measures,Emergency Department Visits,137,cases,160.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/07/2021,Measures,Emergency Department Visits,174,cases,161,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/08/2021,Measures,Emergency Department Visits,158,cases,159.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/09/2021,Measures,Emergency Department Visits,132,cases,158.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/10/2021,Measures,Emergency Department Visits,128,cases,156.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/11/2021,Measures,Emergency Department Visits,210,cases,159.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/12/2021,Measures,Emergency Department Visits,183,cases,160.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/13/2021,Measures,Emergency Department Visits,172,cases,165.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/14/2021,Measures,Emergency Department Visits,184,cases,166.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/15/2021,Measures,Emergency Department Visits,170,cases,168.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/16/2021,Measures,Emergency Department Visits,138,cases,169.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/17/2021,Measures,Emergency Department Visits,168,cases,175,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/18/2021,Measures,Emergency Department Visits,189,cases,172,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/19/2021,Measures,Emergency Department Visits,183,cases,172,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/20/2021,Measures,Emergency Department Visits,173,cases,172.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/21/2021,Measures,Emergency Department Visits,172,cases,170.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/22/2021,Measures,Emergency Department Visits,149,cases,167.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/23/2021,Measures,Emergency Department Visits,148,cases,168.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/24/2021,Measures,Emergency Department Visits,147,cases,165.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/25/2021,Measures,Emergency Department Visits,177,cases,164.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/26/2021,Measures,Emergency Department Visits,161,cases,161,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/27/2021,Measures,Emergency Department Visits,163,cases,159.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/28/2021,Measures,Emergency Department Visits,161,cases,158,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/29/2021,Measures,Emergency Department Visits,136,cases,156.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/30/2021,Measures,Emergency Department Visits,110,cases,150.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,05/31/2021,Measures,Emergency Department Visits,129,cases,148.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/01/2021,Measures,Emergency Department Visits,153,cases,144.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/02/2021,Measures,Emergency Department Visits,157,cases,144.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/03/2021,Measures,Emergency Department Visits,163,cases,144.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/04/2021,Measures,Emergency Department Visits,151,cases,142.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/05/2021,Measures,Emergency Department Visits,173,cases,148,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/06/2021,Measures,Emergency Department Visits,135,cases,151.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/07/2021,Measures,Emergency Department Visits,124,cases,150.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/08/2021,Measures,Emergency Department Visits,174,cases,153.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/09/2021,Measures,Emergency Department Visits,147,cases,152.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/10/2021,Measures,Emergency Department Visits,152,cases,150.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/11/2021,Measures,Emergency Department Visits,177,cases,154.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/12/2021,Measures,Emergency Department Visits,141,cases,150,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/13/2021,Measures,Emergency Department Visits,146,cases,151.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/14/2021,Measures,Emergency Department Visits,161,cases,156.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/15/2021,Measures,Emergency Department Visits,171,cases,156.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/16/2021,Measures,Emergency Department Visits,145,cases,156.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/17/2021,Measures,Emergency Department Visits,167,cases,158.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/18/2021,Measures,Emergency Department Visits,155,cases,155.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/19/2021,Measures,Emergency Department Visits,167,cases,158.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/20/2021,Measures,Emergency Department Visits,142,cases,158.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/21/2021,Measures,Emergency Department Visits,150,cases,156.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/22/2021,Measures,Emergency Department Visits,165,cases,155.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/23/2021,Measures,Emergency Department Visits,172,cases,159.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/24/2021,Measures,Emergency Department Visits,146,cases,156.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/25/2021,Measures,Emergency Department Visits,154,cases,156.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/26/2021,Measures,Emergency Department Visits,159,cases,155.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/27/2021,Measures,Emergency Department Visits,138,cases,154.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/28/2021,Measures,Emergency Department Visits,125,cases,151.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/29/2021,Measures,Emergency Department Visits,170,cases,152,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,06/30/2021,Measures,Emergency Department Visits,155,cases,149.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/01/2021,Measures,Emergency Department Visits,159,cases,151.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/02/2021,Measures,Emergency Department Visits,183,cases,155.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/03/2021,Measures,Emergency Department Visits,144,cases,153.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/04/2021,Measures,Emergency Department Visits,139,cases,153.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/05/2021,Measures,Emergency Department Visits,140,cases,155.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/06/2021,Measures,Emergency Department Visits,169,cases,155.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/07/2021,Measures,Emergency Department Visits,182,cases,159.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/08/2021,Measures,Emergency Department Visits,160,cases,159.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/09/2021,Measures,Emergency Department Visits,147,cases,154.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/10/2021,Measures,Emergency Department Visits,164,cases,157.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/11/2021,Measures,Emergency Department Visits,137,cases,157,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/12/2021,Measures,Emergency Department Visits,119,cases,154,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/13/2021,Measures,Emergency Department Visits,161,cases,152.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/14/2021,Measures,Emergency Department Visits,172,cases,151.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/15/2021,Measures,Emergency Department Visits,170,cases,152.8571429,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/16/2021,Measures,Emergency Department Visits,151,cases,153.4285714,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/17/2021,Measures,Emergency Department Visits,176,cases,155.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/18/2021,Measures,Emergency Department Visits,158,cases,158.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/19/2021,Measures,Emergency Department Visits,168,cases,165.1428571,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/20/2021,Measures,Emergency Department Visits,193,cases,169.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/21/2021,Measures,Emergency Department Visits,197,cases,173.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/22/2021,Measures,Emergency Department Visits,163,cases,172.2857143,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/23/2021,Measures,Emergency Department Visits,182,cases,176.7142857,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/24/2021,Measures,Emergency Department Visits,154,cases,173.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/25/2021,Measures,Emergency Department Visits,158,cases,173.5714286,cases (7-day moving avg),,04/29/2022,""
COVID-19 Emergency Department Visits,COVID-19 Emergency Department Visits,Dates,07/26/2021,Measures,Emergency Department Visits,164,cases,173,cases (7-day moving avg),,04/29/2022,""
